,nearest_public_figure_id,econ,dipl,govt,scty,age,sex,study,work,nearest_result_id,date
11510,5.0,2.5,-27.5,-22.5,11.0,Between 18 and 25,M,High School,University Student,27.0,2022-01-23
11511,2.0,37.5,0.0,65.0,109.5,Less than 18,M,I'd rather not answer,Student,19.0,2022-01-23
11512,5.0,-55.0,-20.0,-20.0,-83.0,Between 36 and 45,M,Bachelor's Degree,Freelance,40.0,2022-01-23
11513,6.0,-15.0,-10.0,25.0,41.0,Between 36 and 45,F,Bachelor's Degree,Permanent Employee,27.0,2022-01-23
11515,5.0,-25.0,-67.5,-72.5,-74.5,Less than 18,M,High School,Student,30.0,2022-01-23
11516,2.0,35.0,20.0,42.5,127.5,Between 18 and 25,M,High School,Fixed Term Employee,21.0,2022-01-23
11518,4.0,62.5,22.5,25.0,87.5,Less than 18,M,I'd rather not answer,Student,12.0,2022-01-23
11519,5.0,30.0,-40.0,-12.5,-20.5,Less than 18,M,High School,Student,20.0,2022-01-23
11520,6.0,60.0,22.5,-5.0,50.0,Between 26 and 35,M,Master's Degree,Public Employee,12.0,2022-01-23
11521,5.0,-40.0,-12.5,-25.0,-17.5,Less than 18,M,High School,Student,44.0,2022-01-23
11522,4.0,40.0,25.0,12.5,79.5,Between 36 and 45,M,Bachelor's Degree,University Student,12.0,2022-01-23
11523,2.0,57.5,42.5,80.0,109.5,Between 18 and 25,M,Bachelor's Degree,University Student,14.0,2022-01-23
11524,5.0,-35.0,-40.0,-17.5,1.0,Between 18 and 25,M,High School,University Student,41.0,2022-01-23
11527,5.0,-40.0,-65.0,-62.5,-79.5,Between 18 and 25,M,High School,I'd rather not answer,45.0,2022-01-24
11530,5.0,-40.0,-70.0,-65.0,-82.0,Between 26 and 35,M,Bachelor's Degree,Entrepreneur,45.0,2022-01-24
11531,6.0,40.0,-5.0,30.0,22.0,Between 18 and 25,M,Bachelor's Degree,Student,28.0,2022-01-24
11532,5.0,-32.5,-32.5,-25.0,-24.0,Between 18 and 25,M,High School,Student,31.0,2022-01-24
11533,5.0,45.0,2.5,-32.5,29.0,Between 26 and 35,F,First Level Master Degree,Permanent Employee,13.0,2022-01-24
11534,5.0,-20.0,-70.0,-82.5,-74.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,30.0,2022-01-24
11536,5.0,15.0,-42.5,-40.0,29.5,Less than 18,F,Middle School,Student,16.0,2022-01-24
11537,4.0,17.5,-20.0,22.5,62.5,Less than 18,F,High School,Student,28.0,2022-01-24
11538,5.0,-27.5,-65.0,-90.0,-73.0,Less than 18,F,Middle School,Student,38.0,2022-01-24
11539,5.0,20.0,-47.5,-52.5,17.5,Less than 18,F,Middle School,Student,16.0,2022-01-24
11541,5.0,17.5,-67.5,-72.5,1.5,Less than 18,F,Middle School,Student,37.0,2022-01-24
11542,2.0,55.0,20.0,67.5,127.0,Less than 18,M,Middle School,Student,14.0,2022-01-24
11544,5.0,25.0,-60.0,-80.0,4.0,Less than 18,F,Middle School,Student,37.0,2022-01-24
11545,5.0,-50.0,-17.5,52.5,-44.5,Less than 18,M,Middle School,Student,31.0,2022-01-24
11548,5.0,-5.0,-65.0,-100.0,-65.0,Less than 18,M,Middle School,Student,30.0,2022-01-24
11549,5.0,-37.5,-65.0,-55.0,-74.5,More than 65,M,Bachelor's Degree,Retired,40.0,2022-01-24
11551,4.0,10.0,25.0,50.0,68.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,19.0,2022-01-24
11552,3.0,5.0,-25.0,-10.0,33.5,Between 18 and 25,M,High School,Student,27.0,2022-01-24
11554,3.0,7.5,-37.5,-5.0,32.0,Between 18 and 25,M,High School,Student,27.0,2022-01-24
11555,3.0,60.0,-10.0,-55.0,53.0,Less than 18,M,Middle School,Student,9.0,2022-01-24
11556,5.0,-15.0,-22.5,-50.0,-28.5,Less than 18,M,Middle School,Student,31.0,2022-01-24
11558,5.0,-15.0,-22.5,-30.0,-26.0,Less than 18,M,Middle School,Student,31.0,2022-01-24
11559,4.0,35.0,35.0,32.5,68.5,Less than 18,M,Middle School,Student,19.0,2022-01-24
11561,2.0,40.0,32.5,75.0,108.5,Between 18 and 25,M,Middle School,Student,21.0,2022-01-24
11562,5.0,20.0,-75.0,-155.0,-69.5,I'd rather not answer,M,I'd rather not answer,Student,24.0,2022-01-24
11563,4.0,62.5,42.5,2.5,85.5,Between 36 and 45,M,Master's Degree,Public Employee,12.0,2022-01-25
11564,5.0,-45.0,-72.5,-32.5,-84.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,45.0,2022-01-25
11565,3.0,5.0,-30.0,2.5,24.5,Between 18 and 25,M,High School,University Student,27.0,2022-01-25
11566,5.0,-40.0,-52.5,-37.5,-92.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,40.0,2022-01-25
11567,5.0,-10.0,-42.5,-7.5,4.5,Between 18 and 25,M,High School,University Student,41.0,2022-01-25
11568,5.0,30.0,-15.0,-37.5,21.5,Less than 18,M,I'd rather not answer,Student,16.0,2022-01-25
11569,2.0,82.5,67.5,127.5,144.5,Between 18 and 25,M,Bachelor's Degree,University Student,2.0,2022-01-25
11570,5.0,-27.5,-22.5,-10.0,16.0,Between 18 and 25,M,High School,Student,41.0,2022-01-25
11571,2.0,75.0,60.0,65.0,142.0,I'd rather not answer,M,I'd rather not answer,I'd rather not answer,2.0,2022-01-25
11572,2.0,75.0,60.0,65.0,142.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,2.0,2022-01-25
11573,2.0,40.0,30.0,77.5,104.5,Between 18 and 25,M,Middle School,Freelance,21.0,2022-01-25
11575,6.0,17.5,12.5,35.0,1.5,Between 56 and 65,M,First Level Master Degree,Public Employee,28.0,2022-01-25
11577,2.0,70.0,32.5,50.0,119.5,Between 18 and 25,M,Bachelor's Degree,University Student,2.0,2022-01-25
11580,2.0,2.5,25.0,52.5,88.5,Between 18 and 25,M,Bachelor's Degree,University Student,19.0,2022-01-25
11581,2.0,45.0,22.5,50.0,98.5,Less than 18,F,Middle School,Student,21.0,2022-01-25
11582,5.0,40.0,-50.0,-107.5,-24.5,Between 18 and 25,M,High School,Public Employee,10.0,2022-01-25
11583,2.0,17.5,7.5,67.5,88.5,Less than 18,M,Middle School,Student,19.0,2022-01-25
11584,2.0,50.0,35.0,85.0,139.5,Less than 18,F,High School,Student,14.0,2022-01-25
11585,2.0,37.5,45.0,45.0,78.5,Less than 18,M,Middle School,Student,21.0,2022-01-25
11588,2.0,75.0,62.5,140.0,142.0,Between 18 and 25,M,High School,University Student,1.0,2022-01-25
11589,5.0,30.0,-80.0,-82.5,-4.5,Between 18 and 25,M,High School,Student,37.0,2022-01-26
11590,2.0,50.0,52.5,117.5,144.5,Between 18 and 25,M,High School,University Student,14.0,2022-01-26
11591,5.0,-40.0,-80.0,-140.0,-172.0,Between 26 and 35,M,Vocational qualification,Freelance,36.0,2022-01-26
11592,3.0,30.0,-7.5,-5.0,26.0,Less than 18,M,Middle School,Student,27.0,2022-01-26
11593,5.0,27.5,20.0,-20.0,-26.0,Less than 18,M,Middle School,Student,20.0,2022-01-26
11594,4.0,55.0,-12.5,12.5,70.0,Between 18 and 25,F,High School,Student,12.0,2022-01-26
11595,6.0,40.0,-7.5,-17.5,64.5,Between 18 and 25,F,High School,Student,13.0,2022-01-26
11596,6.0,42.5,-25.0,5.0,66.0,Less than 18,F,High School,Student,13.0,2022-01-26
11597,3.0,40.0,-12.5,-27.5,33.5,Less than 18,F,High School,Student,13.0,2022-01-26
11598,6.0,35.0,-5.0,-5.0,42.5,Less than 18,F,High School,Student,13.0,2022-01-26
11599,6.0,32.5,-10.0,-5.0,35.5,Between 18 and 25,M,High School,Student,13.0,2022-01-26
11600,2.0,40.0,77.5,185.0,129.5,Between 18 and 25,M,High School,University Student,14.0,2022-01-26
11601,5.0,27.5,-42.5,-40.0,-6.0,Between 18 and 25,M,High School,Student,16.0,2022-01-26
11602,3.0,65.0,-20.0,-17.5,38.5,Between 18 and 25,M,High School,University Student,13.0,2022-01-26
11603,2.0,47.5,5.0,30.0,99.5,Between 18 and 25,F,High School,Student,12.0,2022-01-26
11604,2.0,75.0,52.5,105.0,122.0,Less than 18,M,Middle School,Student,2.0,2022-01-26
11606,4.0,47.5,-12.5,5.0,66.0,Between 18 and 25,N,High School,University Student,12.0,2022-01-26
11608,6.0,47.5,-22.5,5.0,67.0,Between 18 and 25,M,High School,Student,13.0,2022-01-26
11609,5.0,50.0,0.0,-22.5,13.0,Between 36 and 45,F,Bachelor's Degree,Fixed Term Employee,13.0,2022-01-26
11610,4.0,37.5,10.0,27.5,62.5,Less than 18,F,Middle School,Student,19.0,2022-01-26
11611,4.0,32.5,40.0,40.0,68.5,Less than 18,M,Middle School,Student,21.0,2022-01-26
11612,5.0,-42.5,-100.0,-110.0,-110.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,39.0,2022-01-26
11613,5.0,10.0,-37.5,-95.0,-77.0,Between 18 and 25,M,High School,University Student,17.0,2022-01-26
11614,5.0,12.5,-50.0,-132.5,-97.0,I'd rather not answer,M,I'd rather not answer,I'd rather not answer,38.0,2022-01-26
11615,2.0,90.0,80.0,135.0,157.0,Less than 18,M,Middle School,Student,1.0,2022-01-26
11616,2.0,52.5,20.0,87.5,107.0,Between 18 and 25,M,High School,University Student,14.0,2022-01-26
11617,5.0,-15.0,-72.5,-65.0,-26.0,Between 18 and 25,M,High School,Permanent Employee,30.0,2022-01-26
11618,5.0,2.5,-20.0,-62.5,-19.5,Less than 18,F,Middle School,Student,17.0,2022-01-26
11620,3.0,-25.0,0.0,-10.0,36.0,Less than 18,M,Middle School,Student,27.0,2022-01-26
11621,4.0,82.5,-10.0,0.0,69.0,More than 65,F,High School,Retired,12.0,2022-01-26
11622,2.0,30.0,27.5,52.5,104.5,Between 18 and 25,M,Middle School,Freelance,21.0,2022-01-26
11623,2.0,60.0,45.0,62.5,104.5,Less than 18,M,Middle School,Student,14.0,2022-01-26
11624,5.0,-40.0,0.0,37.5,-17.0,Less than 18,M,Middle School,Student,41.0,2022-01-26
11625,5.0,40.0,0.0,-40.0,17.0,Less than 18,M,Middle School,Student,16.0,2022-01-26
11626,5.0,0.0,0.0,-2.5,-5.0,Less than 18,M,Middle School,Student,27.0,2022-01-26
11627,2.0,40.0,20.0,37.5,86.5,Less than 18,M,Middle School,Student,19.0,2022-01-26
11628,4.0,75.0,12.5,15.0,93.5,Between 36 and 45,F,Master's Degree,Permanent Employee,12.0,2022-01-26
11629,4.0,10.0,50.0,52.5,60.5,Between 18 and 25,F,Bachelor's Degree,Permanent Employee,21.0,2022-01-26
11630,5.0,-67.5,-75.0,-120.0,-107.0,Between 46 and 55,M,First Level Master Degree,Freelance,39.0,2022-01-26
11631,4.0,57.5,20.0,15.0,76.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0,2022-01-26
11632,5.0,-40.0,-77.5,-107.5,-79.5,Between 26 and 35,M,I'd rather not answer,Looking for employment,39.0,2022-01-26
11633,5.0,-55.0,-100.0,-160.0,-99.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,39.0,2022-01-26
11634,4.0,45.0,27.5,15.0,96.0,Between 46 and 55,F,First Level Master Degree,Freelance,12.0,2022-01-26
11635,4.0,5.0,50.0,52.5,25.5,Between 36 and 45,M,High School,Looking for employment,28.0,2022-01-26
11636,4.0,17.5,10.0,27.5,51.0,Between 46 and 55,M,First Level Master Degree,Freelance,28.0,2022-01-26
11637,4.0,27.5,35.0,57.5,56.0,Less than 18,N,I'd rather not answer,Student,19.0,2022-01-26
11642,6.0,50.0,5.0,-17.5,64.0,Between 46 and 55,F,First Level Master Degree,Fixed Term Employee,12.0,2022-01-26
11643,5.0,35.0,-45.0,-60.0,8.5,Between 46 and 55,M,Vocational qualification,Permanent Employee,16.0,2022-01-26
11647,2.0,60.0,55.0,102.5,142.0,Between 18 and 25,F,High School,University Student,14.0,2022-01-26
11649,2.0,47.5,55.0,102.5,142.0,Between 18 and 25,F,High School,University Student,14.0,2022-01-26
11650,5.0,-17.5,-27.5,-50.0,-79.5,Less than 18,M,Middle School,Student,30.0,2022-01-26
11651,5.0,-27.5,-35.0,-67.5,-87.0,Less than 18,M,Middle School,Student,30.0,2022-01-26
11652,2.0,65.0,50.0,72.5,124.5,Between 18 and 25,M,Master's Degree,Fixed Term Employee,14.0,2022-01-26
11653,5.0,40.0,0.0,-50.0,5.0,Between 18 and 25,M,Vocational qualification,Post-Doc,16.0,2022-01-26
11654,4.0,12.5,12.5,22.5,49.5,Between 18 and 25,M,High School,University Student,28.0,2022-01-26
11655,5.0,-5.0,-72.5,-105.0,-30.5,Less than 18,M,High School,Student,37.0,2022-01-27
11656,5.0,12.5,-10.0,-57.5,-36.0,Between 26 and 35,M,First Level Master Degree,Fixed Term Employee,18.0,2022-01-27
11657,5.0,27.5,-17.5,-52.5,-35.0,Less than 18,M,High School,Student,10.0,2022-01-27
11658,2.0,27.5,5.0,72.5,92.0,I'd rather not answer,M,I'd rather not answer,I'd rather not answer,19.0,2022-01-27
11659,2.0,47.5,-2.5,65.0,99.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,19.0,2022-01-27
11660,6.0,32.5,-2.5,10.0,56.0,Between 18 and 25,M,High School,University Student,19.0,2022-01-27
11661,6.0,35.0,-25.0,-12.5,57.5,Between 36 and 45,M,First Level Master Degree,Freelance,13.0,2022-01-27
11662,5.0,52.5,-45.0,-87.5,-24.0,Between 18 and 25,M,High School,Student,10.0,2022-01-27
11663,2.0,40.0,25.0,62.5,96.0,Between 18 and 25,M,Bachelor's Degree,University Student,21.0,2022-01-27
11664,2.0,47.5,65.0,80.0,132.0,Between 18 and 25,M,High School,Freelance,14.0,2022-01-27
11665,6.0,15.0,-22.5,5.0,36.0,Between 18 and 25,M,Bachelor's Degree,University Student,27.0,2022-01-28
11666,5.0,12.5,-50.0,-37.5,18.5,Between 18 and 25,M,Master's Degree,University Student,16.0,2022-01-28
11667,5.0,42.5,5.0,-35.0,-5.5,Between 46 and 55,N,First Level Master Degree,Public Employee,16.0,2022-01-28
11669,5.0,20.0,-67.5,-120.0,-62.0,Less than 18,M,Middle School,Student,37.0,2022-01-28
11671,6.0,40.0,-17.5,7.5,37.0,Between 18 and 25,M,High School,Looking for employment,13.0,2022-01-28
11673,5.0,15.0,-50.0,-170.0,-77.0,Less than 18,M,Middle School,Student,24.0,2022-01-28
11675,2.0,62.5,37.5,100.0,122.0,Between 18 and 25,F,I'd rather not answer,Student,14.0,2022-01-28
11676,4.0,45.0,5.0,17.5,76.0,More than 65,M,High School,Freelance,12.0,2022-01-28
11680,2.0,75.0,77.5,122.5,152.0,Between 18 and 25,M,I'd rather not answer,University Student,2.0,2022-01-28
11681,6.0,27.5,-22.5,-22.5,65.5,Less than 18,M,Middle School,Student,16.0,2022-01-28
11682,2.0,72.5,42.5,72.5,148.5,Less than 18,M,Middle School,Student,2.0,2022-01-28
11683,2.0,67.5,47.5,65.0,136.0,Less than 18,M,Middle School,Student,2.0,2022-01-28
11685,5.0,25.0,-70.0,-140.0,-122.0,Less than 18,M,High School,Student,38.0,2022-01-28
11686,5.0,12.5,-20.0,-60.0,-36.0,Less than 18,F,Middle School,Student,17.0,2022-01-28
11688,6.0,40.0,-5.0,17.5,47.0,Between 18 and 25,M,High School,Student,12.0,2022-01-28
11691,2.0,62.5,32.5,45.0,104.5,Between 18 and 25,M,High School,Fixed Term Employee,12.0,2022-01-29
11692,5.0,20.0,-30.0,-27.5,-17.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,27.0,2022-01-29
11693,2.0,55.0,35.0,90.0,97.0,Between 18 and 25,M,High School,University Student,14.0,2022-01-29
11694,5.0,-90.0,-90.0,-120.0,-142.0,Between 18 and 25,M,Bachelor's Degree,University Student,39.0,2022-01-29
11695,2.0,90.0,90.0,120.0,142.0,Less than 18,M,High School,Student,2.0,2022-01-29
11696,2.0,72.5,37.5,45.0,122.0,Between 26 and 35,M,First Level Master Degree,Permanent Employee,2.0,2022-01-29
11698,2.0,47.5,-10.0,45.0,89.5,Between 18 and 25,F,Bachelor's Degree,University Student,12.0,2022-01-29
11699,2.0,87.5,65.0,130.0,132.0,Between 18 and 25,M,High School,University Student,2.0,2022-01-29
11700,2.0,77.5,47.5,60.0,113.5,Between 18 and 25,F,Bachelor's Degree,University Student,2.0,2022-01-29
11702,2.0,65.0,60.0,90.0,62.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0,2022-01-29
11705,5.0,-12.5,-75.0,-150.0,-119.5,Less than 18,M,Middle School,Student,38.0,2022-01-29
11706,5.0,-50.0,-40.0,-50.0,-48.0,Between 18 and 25,M,Bachelor's Degree,University Student,40.0,2022-01-29
11707,5.0,-7.5,-80.0,-150.0,-114.5,Less than 18,M,High School,Student,38.0,2022-01-29
11709,5.0,37.5,-60.0,-90.0,-59.5,Less than 18,M,High School,Student,17.0,2022-01-29
11711,4.0,45.0,5.0,17.5,48.5,Between 18 and 25,M,Bachelor's Degree,University Student,12.0,2022-01-29
11712,6.0,42.5,-17.5,-17.5,56.0,Between 18 and 25,F,Bachelor's Degree,University Student,13.0,2022-01-29
11714,6.0,47.5,2.5,-17.5,38.5,Between 46 and 55,F,Middle School,Entrepreneur,13.0,2022-01-29
11715,2.0,52.5,67.5,95.0,129.5,Between 26 and 35,M,Master's Degree,Public Employee,14.0,2022-01-29
11716,5.0,10.0,-67.5,-115.0,-39.5,Between 26 and 35,M,First Level Master Degree,I'd rather not answer,37.0,2022-01-29
11717,5.0,42.5,-45.0,-105.0,-47.0,Less than 18,M,Middle School,Student,10.0,2022-01-29
11719,6.0,57.5,-10.0,-2.5,58.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0,2022-01-29
11720,4.0,45.0,15.0,20.0,46.5,Between 56 and 65,M,Middle School,Retired,12.0,2022-01-29
11721,4.0,25.0,7.5,30.0,83.5,Between 46 and 55,M,Master's Degree,Freelance,19.0,2022-01-29
11722,5.0,10.0,5.0,-5.0,0.0,Between 36 and 45,M,First Level Master Degree,Public Employee,27.0,2022-01-29
11727,5.0,25.0,-82.5,-150.0,-128.5,Between 46 and 55,F,I'd rather not answer,Retired,38.0,2022-01-29
11728,2.0,65.0,35.0,30.0,87.5,Between 18 and 25,N,High School,University Student,12.0,2022-01-30
11729,2.0,87.5,75.0,150.0,127.0,Less than 18,M,Middle School,Student,1.0,2022-01-30
11730,6.0,15.0,0.0,17.5,41.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,28.0,2022-01-30
11731,2.0,-42.5,10.0,135.0,67.0,Less than 18,M,I'd rather not answer,Student,34.0,2022-01-30
11732,4.0,42.5,-7.5,17.5,52.0,Between 18 and 25,M,High School,University Student,12.0,2022-01-30
11733,6.0,-12.5,5.0,17.5,33.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,27.0,2022-01-30
11735,3.0,40.0,-35.0,-40.0,52.0,Less than 18,M,Middle School,Student,13.0,2022-01-30
11736,5.0,45.0,5.0,-40.0,5.0,Between 18 and 25,M,Vocational qualification,Fixed Term Employee,16.0,2022-01-30
11737,4.0,32.5,30.0,32.5,63.5,Less than 18,M,Middle School,Student,19.0,2022-01-30
11738,2.0,57.5,32.5,42.5,122.0,I'd rather not answer,N,I'd rather not answer,Student,12.0,2022-01-30
11739,2.0,52.5,57.5,57.5,100.0,Less than 18,F,High School,Student,14.0,2022-01-30
11740,2.0,65.0,37.5,60.0,90.0,Less than 18,F,Middle School,Student,14.0,2022-01-30
11741,2.0,40.0,-5.0,50.0,91.0,Less than 18,M,Middle School,Student,19.0,2022-01-30
11742,2.0,37.5,0.0,70.0,98.5,Less than 18,M,Middle School,Student,19.0,2022-01-30
11743,2.0,27.5,15.0,42.5,95.5,Less than 18,M,Middle School,Student,19.0,2022-01-30
11744,4.0,30.0,20.0,45.0,71.5,Between 18 and 25,M,Bachelor's Degree,University Student,19.0,2022-01-30
11745,5.0,32.5,-12.5,-17.5,8.0,Between 18 and 25,M,High School,University Student,16.0,2022-01-30
11746,4.0,75.0,65.0,2.5,48.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,4.0,2022-01-30
11748,6.0,27.5,-37.5,-7.5,78.5,Between 18 and 25,M,Bachelor's Degree,University Student,13.0,2022-01-31
11749,6.0,7.5,-15.0,12.5,43.5,Less than 18,M,High School,Student,27.0,2022-01-31
11750,2.0,15.0,32.5,92.5,117.0,Between 18 and 25,N,High School,Student,33.0,2022-01-31
11751,2.0,-22.5,-2.5,80.0,117.0,Between 18 and 25,M,High School,Student,42.0,2022-01-31
11752,6.0,27.5,-12.5,15.0,42.5,Between 36 and 45,F,High School,Permanent Employee,28.0,2022-01-31
11753,3.0,5.0,2.5,5.0,10.0,Between 26 and 35,M,PhD,Student,27.0,2022-01-31
11754,6.0,80.0,10.0,-25.0,43.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,12.0,2022-01-31
11756,4.0,57.5,-7.5,47.5,63.5,Between 18 and 25,M,High School,Student,12.0,2022-01-31
11757,2.0,67.5,32.5,75.0,149.5,Less than 18,F,Middle School,Student,2.0,2022-01-31
11758,4.0,-2.5,7.5,35.0,72.0,Between 18 and 25,M,High School,University Student,28.0,2022-01-31
11759,2.0,70.0,32.5,120.0,139.5,Less than 18,M,Middle School,Student,2.0,2022-01-31
11761,2.0,62.5,35.0,65.0,129.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0,2022-01-31
11762,5.0,50.0,-32.5,-47.5,-6.0,Between 56 and 65,M,Middle School,Freelance,9.0,2022-01-31
11763,6.0,42.5,-32.5,-15.0,62.0,Between 18 and 25,M,High School,University Student,13.0,2022-01-31
11764,2.0,75.0,45.0,97.5,122.0,Between 18 and 25,F,High School,Student,2.0,2022-01-31
11765,5.0,40.0,0.0,-40.0,12.0,Less than 18,M,Middle School,University Student,16.0,2022-01-31
11767,2.0,45.0,42.5,72.5,132.0,Between 18 and 25,N,I'd rather not answer,Freelance,14.0,2022-01-31
11768,3.0,12.5,-5.0,25.0,1.0,Less than 18,M,High School,Student,27.0,2022-01-31
11769,5.0,-15.0,-30.0,-62.5,3.0,Between 18 and 25,M,Middle School,Student,44.0,2022-01-31
11771,2.0,40.0,27.5,40.0,79.5,Less than 18,F,I'd rather not answer,Student,19.0,2022-01-31
11772,2.0,70.0,80.0,102.5,139.5,Between 18 and 25,M,Bachelor's Degree,Student,2.0,2022-01-31
11773,5.0,50.0,-25.0,-10.0,-9.5,Less than 18,M,Middle School,Student,13.0,2022-01-31
11774,5.0,-2.5,-27.5,-32.5,-36.0,Less than 18,M,Middle School,Student,31.0,2022-01-31
11776,4.0,-5.0,15.0,22.5,48.5,Between 26 and 35,F,High School,Permanent Employee,28.0,2022-01-31
11777,5.0,0.0,-67.5,-92.5,-31.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,37.0,2022-01-31
11778,2.0,47.5,27.5,37.5,84.5,Between 26 and 35,M,High School,University Student,12.0,2022-02-01
11779,4.0,37.5,-7.5,12.5,82.0,Between 36 and 45,M,Bachelor's Degree,Entrepreneur,12.0,2022-02-01
11781,5.0,0.0,-62.5,-115.0,-57.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,37.0,2022-02-01
11782,4.0,17.5,-7.5,37.5,44.0,Between 18 and 25,F,High School,Student,28.0,2022-02-01
11785,2.0,-17.5,47.5,102.5,104.5,Between 18 and 25,M,Middle School,Student,33.0,2022-02-01
11786,5.0,17.5,-52.5,-42.5,6.5,Between 18 and 25,M,Bachelor's Degree,Student,16.0,2022-02-01
11787,5.0,5.0,-42.5,-47.5,-6.0,Between 18 and 25,M,Bachelor's Degree,Student,37.0,2022-02-01
11788,5.0,-7.5,-55.0,-97.5,-74.5,Less than 18,M,High School,Student,30.0,2022-02-01
11789,5.0,40.0,0.0,-40.0,12.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,16.0,2022-02-01
11790,3.0,-30.0,7.5,45.0,-9.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,41.0,2022-02-01
11791,2.0,80.0,35.0,85.0,150.0,Less than 18,M,Middle School,Student,2.0,2022-02-01
11792,5.0,5.0,-55.0,-40.0,5.0,Between 18 and 25,M,Bachelor's Degree,I'd rather not answer,37.0,2022-02-01
11793,2.0,52.5,35.0,72.5,125.0,Between 18 and 25,F,Bachelor's Degree,University Student,14.0,2022-02-01
11794,5.0,15.0,-32.5,-97.5,-16.0,Between 18 and 25,M,High School,Student,37.0,2022-02-01
11796,5.0,20.0,-20.0,-80.0,-52.0,Between 36 and 45,M,High School,Looking for employment,17.0,2022-02-01
11798,5.0,62.5,-27.5,-97.5,-17.0,Less than 18,M,Middle School,Student,8.0,2022-02-01
11799,3.0,37.5,-5.0,-15.0,33.5,Between 18 and 25,M,High School,University Student,13.0,2022-02-01
