nearest_public_figure_id,econ,dipl,govt,scty,age,sex,study,work,nearest_result_id
2.0,70.0,62.5,72.5,107.0,Less than 18,M,High School,Student,2.0
5.0,37.5,-32.5,-52.5,-4.5,Less than 18,M,Middle School,Student,16.0
2.0,52.5,15.0,40.0,83.5,Between 26 and 35,M,Bachelor's Degree,Student,12.0
5.0,42.5,-52.5,-70.0,-14.5,Between 18 and 25,M,High School,I'd rather not answer,10.0
5.0,37.5,-65.0,-85.0,-47.0,Between 18 and 25,M,High School,Looking for employment,17.0
2.0,60.0,0.0,52.5,82.0,Between 18 and 25,M,High School,University Student,12.0
2.0,85.0,70.0,102.5,157.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,2.0
5.0,10.0,-37.5,-85.0,-33.5,Less than 18,F,Middle School,Student,37.0
5.0,10.0,-50.0,-115.0,-34.5,Between 18 and 25,F,High School,Student,37.0
2.0,65.0,20.0,60.0,99.5,Less than 18,M,High School,Student,12.0
6.0,-42.5,-2.5,22.5,51.0,Between 18 and 25,M,High School,University Student,41.0
2.0,65.0,32.5,87.5,117.0,Between 18 and 25,M,High School,University Student,14.0
2.0,62.5,22.5,70.0,107.0,Between 18 and 25,M,High School,University Student,14.0
5.0,25.0,-27.5,-47.5,-2.0,Less than 18,M,Middle School,Student,16.0
3.0,30.0,-17.5,-2.5,26.0,Between 18 and 25,M,High School,Student,13.0
2.0,75.0,60.0,102.5,132.0,Between 18 and 25,M,High School,Student,2.0
5.0,0.0,0.0,0.0,0.0,Between 26 and 35,M,Master's Degree,Freelance,27.0
6.0,20.0,-32.5,15.0,47.5,Between 18 and 25,M,High School,Student,27.0
2.0,52.5,35.0,85.0,92.0,Between 18 and 25,F,High School,Student,14.0
2.0,77.5,57.5,95.0,119.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,2.0
2.0,47.5,42.5,55.0,98.5,Between 18 and 25,F,Bachelor's Degree,Student,21.0
2.0,60.0,50.0,87.5,102.0,Between 18 and 25,M,Bachelor's Degree,University Student,14.0
2.0,70.0,80.0,165.0,162.0,Less than 18,F,Middle School,Student,1.0
5.0,-17.5,12.5,2.5,-19.5,Between 46 and 55,M,Master's Degree,Public Employee,27.0
2.0,77.5,45.0,92.5,107.5,Between 18 and 25,F,Bachelor's Degree,University Student,2.0
2.0,77.5,72.5,127.5,134.5,Between 18 and 25,F,High School,University Student,2.0
4.0,40.0,15.0,52.5,61.0,Between 18 and 25,M,High School,Student,19.0
2.0,50.0,32.5,50.0,87.0,Between 18 and 25,F,Middle School,Student,21.0
5.0,-50.0,-75.0,-155.0,-123.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,39.0
5.0,45.0,5.0,-5.0,1.0,Between 46 and 55,M,Middle School,Permanent Employee,13.0
5.0,5.0,-35.0,-62.5,-58.5,Between 26 and 35,M,High School,I'd rather not answer,17.0
5.0,7.5,-72.5,-85.0,-62.0,Between 18 and 25,M,High School,Student,37.0
5.0,65.0,-17.5,-75.0,-2.0,Less than 18,M,Middle School,Student,9.0
2.0,70.0,55.0,120.0,132.0,Between 18 and 25,M,High School,University Student,2.0
5.0,0.0,0.0,5.0,0.0,More than 65,F,Middle School,Retired,27.0
6.0,42.5,-15.0,5.0,61.0,Between 46 and 55,N,High School,Freelance,13.0
6.0,12.5,-37.5,-2.5,47.0,Less than 18,F,Middle School,Student,27.0
5.0,25.0,-27.5,-70.0,-24.0,Less than 18,M,Vocational qualification,Student,10.0
2.0,52.5,27.5,75.0,119.5,Between 18 and 25,F,High School,University Student,14.0
2.0,60.0,45.0,72.5,97.0,Between 18 and 25,M,High School,I'd rather not answer,14.0
4.0,85.0,17.5,12.5,59.0,Between 18 and 25,M,High School,Student,12.0
4.0,55.0,20.0,20.0,54.5,Less than 18,M,Middle School,Student,12.0
4.0,60.0,32.5,32.5,67.0,Between 18 and 25,M,High School,University Student,12.0
4.0,2.5,30.0,32.5,34.5,Between 56 and 65,F,Middle School,Public Employee,28.0
5.0,0.0,-90.0,-150.0,-122.0,Between 18 and 25,F,Master's Degree,Entrepreneur,38.0
5.0,65.0,2.5,-65.0,-26.0,Between 46 and 55,F,Master's Degree,Freelance,8.0
4.0,67.5,2.5,57.5,42.0,Between 46 and 55,M,High School,Freelance,12.0
5.0,52.5,-35.0,-72.5,-49.5,Between 56 and 65,M,High School,Public Employee,10.0
5.0,15.0,-40.0,-37.5,18.5,Between 18 and 25,M,High School,Student,16.0
2.0,82.5,20.0,62.5,152.0,Less than 18,M,High School,Student,2.0
6.0,22.5,-12.5,0.0,51.0,Between 18 and 25,M,First Level Master Degree,Entrepreneur,28.0
2.0,45.0,40.0,55.0,79.0,Less than 18,M,Middle School,Student,21.0
2.0,0.0,52.5,95.0,88.5,Between 18 and 25,F,High School,Student,33.0
6.0,27.5,-17.5,-10.0,56.0,Between 46 and 55,M,Master's Degree,Entrepreneur,13.0
3.0,5.0,-22.5,10.0,28.5,Between 36 and 45,F,High School,Entrepreneur,27.0
2.0,30.0,37.5,75.0,118.5,Between 26 and 35,N,PhD,Freelance,21.0
5.0,42.5,-20.0,-22.5,19.0,Between 46 and 55,M,High School,Permanent Employee,13.0
5.0,35.0,-22.5,-20.0,25.5,Between 46 and 55,M,High School,Permanent Employee,16.0
5.0,42.5,-27.5,-35.0,25.5,Between 46 and 55,M,High School,Permanent Employee,16.0
5.0,22.5,-20.0,-30.0,18.0,Between 46 and 55,M,High School,Permanent Employee,16.0
5.0,22.5,-20.0,-32.5,13.0,Between 46 and 55,M,High School,Permanent Employee,16.0
5.0,10.0,-67.5,-102.5,-37.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,37.0
3.0,22.5,2.5,0.0,26.5,Less than 18,M,Middle School,Student,27.0
2.0,20.0,100.0,140.0,162.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0
4.0,60.0,20.0,32.5,81.0,Between 18 and 25,M,High School,Student,12.0
2.0,25.0,47.5,70.0,109.5,Between 18 and 25,M,High School,University Student,21.0
5.0,20.0,-55.0,-80.0,-57.0,Less than 18,M,High School,Student,17.0
5.0,-70.0,-90.0,-160.0,-152.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,39.0
6.0,50.0,-90.0,0.0,62.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,13.0
6.0,77.5,-25.0,-50.0,88.0,Less than 18,M,Middle School,Student,5.0
2.0,87.5,67.5,40.0,93.5,Between 18 and 25,F,High School,Student,3.0
2.0,50.0,25.0,62.5,118.5,Less than 18,F,Middle School,Student,21.0
4.0,60.0,35.0,17.5,37.0,Between 18 and 25,M,High School,Student,12.0
2.0,52.5,45.0,62.5,99.5,Between 18 and 25,F,High School,Student,14.0
4.0,45.0,7.5,15.0,71.0,Between 18 and 25,F,Middle School,Student,12.0
5.0,32.5,-5.0,-30.0,29.0,Between 18 and 25,F,High School,Student,16.0
2.0,52.5,37.5,65.0,101.0,Between 26 and 35,F,Master's Degree,Permanent Employee,14.0
2.0,25.0,45.0,100.0,74.5,Between 18 and 25,M,Middle School,Student,33.0
2.0,-10.0,0.0,75.0,92.0,Between 18 and 25,M,High School,University Student,42.0
4.0,45.0,-10.0,55.0,54.0,Between 18 and 25,M,High School,University Student,19.0
5.0,-50.0,-40.0,-50.0,-78.0,Between 36 and 45,N,High School,Looking for employment,40.0
3.0,32.5,-22.5,-7.5,20.5,Less than 18,M,Middle School,Student,13.0
2.0,87.5,12.5,35.0,114.5,Less than 18,M,I'd rather not answer,Student,4.0
5.0,45.0,-47.5,-100.0,-19.0,Between 18 and 25,M,High School,Student,10.0
2.0,70.0,45.0,95.0,121.0,Less than 18,M,Middle School,Student,2.0
4.0,32.5,-10.0,17.5,61.0,Less than 18,M,Middle School,Student,19.0
2.0,82.5,22.5,72.5,124.5,Less than 18,M,Middle School,Student,2.0
5.0,35.0,-12.5,-30.0,24.5,Less than 18,F,I'd rather not answer,Student,16.0
5.0,7.5,-45.0,-80.0,-34.5,Between 26 and 35,M,High School,Fixed Term Employee,37.0
2.0,15.0,52.5,105.0,134.5,Between 18 and 25,M,High School,University Student,33.0
2.0,72.5,60.0,55.0,114.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,2.0
2.0,50.0,77.5,160.0,169.5,Between 18 and 25,F,High School,University Student,14.0
6.0,22.5,5.0,-20.0,59.0,Between 18 and 25,M,Bachelor's Degree,University Student,16.0
5.0,-7.5,-35.0,-27.5,-4.0,Less than 18,M,Middle School,Student,41.0
2.0,67.5,50.0,52.5,62.0,Between 26 and 35,F,Bachelor's Degree,Public Employee,12.0
3.0,40.0,-52.5,-27.5,46.0,Between 18 and 25,M,High School,University Student,13.0
5.0,-15.0,-10.0,-65.0,-72.5,Less than 18,N,I'd rather not answer,Student,30.0
5.0,35.0,-37.5,-42.5,-18.5,Between 18 and 25,M,Bachelor's Degree,University Student,16.0
2.0,30.0,100.0,140.0,162.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0
2.0,75.0,32.5,77.5,137.0,Less than 18,M,Vocational qualification,Student,2.0
4.0,22.5,2.5,10.0,102.0,Between 18 and 25,M,Vocational qualification,I'd rather not answer,19.0
2.0,77.5,20.0,57.5,117.0,Less than 18,M,High School,Student,2.0
5.0,-20.0,-80.0,-190.0,-172.0,Less than 18,M,High School,Student,36.0
2.0,87.5,50.0,17.5,93.5,Between 18 and 25,F,High School,Student,4.0
4.0,12.5,-7.5,30.0,83.5,Between 26 and 35,M,Bachelor's Degree,University Student,28.0
4.0,55.0,2.5,7.5,90.0,Between 26 and 35,M,Bachelor's Degree,Permanent Employee,12.0
2.0,45.0,37.5,92.5,109.5,Between 26 and 35,M,High School,Public Employee,14.0
3.0,47.5,-5.0,-7.5,16.5,Between 26 and 35,M,High School,Looking for employment,13.0
5.0,55.0,-22.5,-67.5,60.5,Less than 18,M,Middle School,Student,9.0
2.0,80.0,55.0,77.5,127.0,Between 18 and 25,M,Middle School,University Student,2.0
2.0,70.0,60.0,115.0,142.0,Less than 18,M,Middle School,Student,2.0
2.0,90.0,70.0,115.0,142.0,Between 18 and 25,M,Middle School,University Student,2.0
5.0,22.5,-60.0,-100.0,-66.0,Between 26 and 35,M,First Level Master Degree,Permanent Employee,17.0
4.0,57.5,12.5,20.0,81.0,Less than 18,M,Vocational qualification,Student,12.0
4.0,62.5,-25.0,0.0,79.5,Less than 18,M,High School,Student,12.0
2.0,40.0,25.0,67.5,113.5,Between 36 and 45,F,Middle School,Looking for employment,21.0
5.0,0.0,0.0,0.0,0.0,,,,,27.0
3.0,-10.0,20.0,-20.0,40.5,Between 18 and 25,M,Middle School,Fixed Term Employee,27.0
5.0,-12.5,-5.0,25.0,-15.5,Between 46 and 55,M,Middle School,Fixed Term Employee,27.0
2.0,40.0,70.0,170.0,162.0,I'd rather not answer,N,PhD,I'd rather not answer,14.0
2.0,35.0,100.0,140.0,162.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0
4.0,65.0,-10.0,30.0,79.5,Between 36 and 45,M,PhD,Permanent Employee,12.0
5.0,-22.5,-20.0,-17.5,-6.0,Between 18 and 25,M,High School,Student,41.0
2.0,10.0,100.0,140.0,162.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0
2.0,75.0,40.0,57.5,117.0,Less than 18,M,Middle School,Student,2.0
3.0,22.5,-20.0,17.5,1.5,Between 18 and 25,M,High School,Student,27.0
4.0,60.0,17.5,25.0,77.0,Between 18 and 25,M,Bachelor's Degree,Student,12.0
6.0,25.0,-27.5,0.0,47.0,Between 18 and 25,M,High School,Student,13.0
6.0,37.5,-40.0,22.5,21.0,Between 18 and 25,M,High School,Student,13.0
2.0,45.0,5.0,55.0,72.0,Between 18 and 25,M,High School,University Student,19.0
5.0,17.5,-70.0,-92.5,-62.0,Between 18 and 25,M,High School,University Student,37.0
5.0,15.0,-82.5,-122.5,-89.5,Between 18 and 25,M,High School,University Student,38.0
5.0,17.5,-82.5,-122.5,-84.5,Between 18 and 25,M,High School,University Student,38.0
5.0,42.5,-62.5,-35.0,28.5,Between 18 and 25,M,High School,University Student,16.0
4.0,42.5,35.0,45.0,56.5,Between 18 and 25,M,I'd rather not answer,I'd rather not answer,19.0
2.0,27.5,47.5,107.5,129.5,Between 18 and 25,M,High School,Student,14.0
2.0,25.0,30.0,92.5,97.0,Between 18 and 25,M,High School,Student,33.0
2.0,30.0,102.5,145.0,164.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0
5.0,37.5,-37.5,-75.0,20.5,Between 18 and 25,M,High School,University Student,16.0
2.0,62.5,77.5,127.5,147.0,Less than 18,M,Middle School,Student,14.0
2.0,90.0,80.0,150.0,172.0,Less than 18,M,Middle School,Student,1.0
2.0,52.5,52.5,92.5,114.5,Less than 18,M,Middle School,Student,14.0
2.0,35.0,-2.5,50.0,89.5,Less than 18,M,High School,Student,19.0
4.0,42.5,12.5,2.5,82.5,Between 18 and 25,M,High School,Student,12.0
5.0,50.0,-57.5,-47.5,13.0,Less than 18,M,Middle School,Student,9.0
4.0,45.0,30.0,30.0,72.0,Between 18 and 25,F,High School,University Student,12.0
2.0,30.0,100.0,140.0,162.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0
2.0,45.0,22.5,70.0,67.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,21.0
5.0,-2.5,-30.0,-27.5,-38.5,Between 36 and 45,M,High School,Permanent Employee,31.0
2.0,27.5,50.0,105.0,76.0,Between 18 and 25,M,I'd rather not answer,I'd rather not answer,33.0
2.0,30.0,100.0,140.0,162.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0
4.0,27.5,30.0,27.5,74.5,Less than 18,M,High School,Student,19.0
2.0,45.0,15.0,35.0,111.5,Between 26 and 35,M,Master's Degree,Freelance,12.0
2.0,62.5,37.5,37.5,105.5,Less than 18,M,High School,Student,12.0
2.0,70.0,42.5,55.0,116.0,Less than 18,M,Middle School,Student,2.0
2.0,55.0,75.0,130.0,119.5,Between 18 and 25,N,High School,University Student,14.0
5.0,5.0,-37.5,-50.0,-60.0,Less than 18,M,Middle School,Student,17.0
5.0,45.0,-2.5,-37.5,12.0,Less than 18,M,Middle School,Student,16.0
5.0,-2.5,-30.0,-50.0,-33.0,Less than 18,M,Middle School,Student,31.0
2.0,75.0,65.0,140.0,162.0,Between 18 and 25,M,High School,Student,1.0
3.0,35.0,-12.5,-20.0,27.5,Less than 18,M,I'd rather not answer,Student,16.0
5.0,35.0,10.0,-37.5,14.5,Between 36 and 45,M,I'd rather not answer,University Student,16.0
4.0,15.0,25.0,45.0,29.0,I'd rather not answer,N,PhD,I'd rather not answer,28.0
2.0,35.0,60.0,135.0,131.0,Between 36 and 45,F,Vocational qualification,Entrepreneur,14.0
2.0,10.0,100.0,140.0,162.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0
2.0,10.0,100.0,140.0,162.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0
5.0,-30.0,-90.0,-140.0,-52.0,Less than 18,M,Vocational qualification,Student,38.0
2.0,65.0,60.0,95.0,131.0,Between 18 and 25,F,Middle School,Student,14.0
2.0,52.5,47.5,100.0,137.0,Between 26 and 35,M,Master's Degree,I'd rather not answer,14.0
2.0,52.5,45.0,62.5,103.5,Between 18 and 25,F,High School,University Student,14.0
5.0,12.5,-12.5,-52.5,10.5,Between 18 and 25,M,High School,University Student,16.0
5.0,-20.0,-90.0,-120.0,-152.0,Between 18 and 25,M,High School,University Student,38.0
5.0,-5.0,-15.0,-50.0,-23.0,Between 18 and 25,M,First Level Master Degree,I'd rather not answer,31.0
5.0,40.0,-60.0,-112.5,-22.0,Between 46 and 55,M,High School,Public Employee,37.0
5.0,15.0,-32.5,-47.5,13.5,Between 18 and 25,M,High School,Student,16.0
2.0,47.5,47.5,70.0,87.0,Between 56 and 65,M,Master's Degree,Public Employee,21.0
3.0,30.0,-20.0,-17.5,33.5,Between 18 and 25,M,High School,University Student,16.0
5.0,-12.5,-15.0,-40.0,-11.0,Between 18 and 25,F,High School,Student,31.0
5.0,-15.0,-25.0,-30.0,-21.0,Less than 18,F,I'd rather not answer,Student,31.0
6.0,45.0,25.0,0.0,44.0,Between 46 and 55,F,Bachelor's Degree,Public Employee,12.0
2.0,50.0,22.5,40.0,88.5,Between 18 and 25,M,High School,Student,12.0
2.0,50.0,52.5,10.0,110.5,Less than 18,M,I'd rather not answer,I'd rather not answer,12.0
6.0,30.0,-7.5,-2.5,38.5,Less than 18,M,Middle School,Student,13.0
2.0,10.0,100.0,140.0,162.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0
5.0,17.5,-30.0,-67.5,-42.0,Less than 18,M,Vocational qualification,Student,17.0
2.0,80.0,62.5,80.0,132.0,Between 18 and 25,F,High School,University Student,2.0
4.0,32.5,15.0,32.5,63.5,Between 18 and 25,F,High School,University Student,19.0
2.0,37.5,25.0,70.0,102.0,Between 18 and 25,M,Bachelor's Degree,University Student,21.0
4.0,70.0,15.0,12.5,82.0,Between 18 and 25,F,Master's Degree,University Student,12.0
4.0,60.0,22.5,2.5,66.0,More than 65,M,High School,Retired,12.0
2.0,30.0,25.0,67.5,91.0,Between 18 and 25,F,Master's Degree,University Student,21.0
5.0,30.0,-47.5,-50.0,-11.0,Between 46 and 55,M,Middle School,I'd rather not answer,16.0
5.0,25.0,10.0,-17.5,11.0,Less than 18,M,Middle School,Student,27.0
6.0,37.5,-12.5,22.5,26.0,Less than 18,M,Middle School,Student,13.0
2.0,45.0,30.0,70.0,109.5,Between 18 and 25,M,High School,University Student,21.0
2.0,62.5,62.5,100.0,123.5,Between 26 and 35,F,Master's Degree,Permanent Employee,14.0
5.0,47.5,10.0,-45.0,36.5,Between 56 and 65,F,High School,Permanent Employee,13.0
2.0,72.5,57.5,62.5,127.0,Between 18 and 25,F,High School,University Student,2.0
2.0,50.0,72.5,80.0,124.5,Between 18 and 25,M,High School,University Student,14.0
4.0,55.0,37.5,32.5,56.0,Between 46 and 55,M,High School,Public Employee,12.0
5.0,45.0,0.0,-40.0,12.0,Between 26 and 35,M,Bachelor's Degree,Student,16.0
2.0,65.0,25.0,70.0,92.0,Between 18 and 25,M,Bachelor's Degree,Student,14.0
4.0,77.5,-12.5,10.0,73.5,Less than 18,M,Middle School,Student,12.0
4.0,57.5,35.0,47.5,58.5,Between 46 and 55,M,High School,Public Employee,12.0
2.0,75.0,0.0,52.5,107.0,Less than 18,M,I'd rather not answer,Student,12.0
2.0,75.0,-5.0,47.5,102.0,Less than 18,M,I'd rather not answer,Student,12.0
5.0,50.0,-30.0,-80.0,-42.0,Less than 18,M,High School,Student,10.0
4.0,-70.0,40.0,92.5,22.0,Less than 18,M,Vocational qualification,Student,47.0
2.0,17.5,40.0,60.0,89.5,Less than 18,M,High School,Student,21.0
5.0,30.0,-15.0,-12.5,-14.0,Less than 18,M,High School,Student,20.0
5.0,2.5,-65.0,-82.5,-74.5,Less than 18,M,High School,Student,30.0
6.0,42.5,15.0,0.0,56.0,Less than 18,M,I'd rather not answer,Student,12.0
5.0,-22.5,-27.5,-67.5,-59.5,Less than 18,M,Middle School,Student,30.0
2.0,30.0,100.0,160.0,162.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0
2.0,47.5,30.0,67.5,92.0,Between 56 and 65,M,Master's Degree,Public Employee,21.0
2.0,47.5,47.5,90.0,104.5,Between 56 and 65,M,Master's Degree,Public Employee,14.0
2.0,70.0,70.0,100.0,172.0,Between 56 and 65,M,Master's Degree,Public Employee,2.0
2.0,-37.5,65.0,130.0,117.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,34.0
2.0,70.0,55.0,100.0,109.5,Less than 18,M,High School,Student,2.0
2.0,55.0,47.5,82.5,99.5,Between 56 and 65,M,Master's Degree,Public Employee,14.0
5.0,-17.5,-40.0,-90.0,-69.5,Less than 18,M,Middle School,Student,30.0
2.0,15.0,30.0,52.5,76.0,Between 18 and 25,M,High School,Student,19.0
6.0,-2.5,0.0,7.5,41.5,Between 56 and 65,F,Vocational qualification,Freelance,27.0
2.0,75.0,70.0,122.5,142.0,Less than 18,M,Middle School,Student,2.0
5.0,7.5,-32.5,-117.5,-77.0,Less than 18,M,Middle School,Student,17.0
5.0,-12.5,-77.5,-112.5,-81.0,Less than 18,M,I'd rather not answer,Student,38.0
6.0,50.0,-5.0,12.5,50.5,Less than 18,M,Middle School,Student,12.0
5.0,67.5,-22.5,-65.0,13.0,Less than 18,M,Vocational qualification,Student,9.0
2.0,30.0,100.0,160.0,162.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0
2.0,42.5,40.0,85.0,112.0,Less than 18,F,High School,Student,14.0
5.0,-7.5,-30.0,-30.0,-1.0,Less than 18,F,Middle School,Student,27.0
5.0,-15.0,-20.0,-30.0,-21.0,Less than 18,F,Middle School,Student,31.0
5.0,15.0,-50.0,-35.0,-32.0,Less than 18,M,High School,Student,17.0
5.0,-20.0,-45.0,-65.0,-32.0,Between 18 and 25,M,Bachelor's Degree,University Student,30.0
5.0,60.0,-15.0,-35.0,30.5,Between 46 and 55,M,High School,I'd rather not answer,13.0
4.0,35.0,7.5,40.0,77.0,Less than 18,M,High School,Student,19.0
5.0,-47.5,-40.0,-40.0,12.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,44.0
2.0,22.5,25.0,55.0,97.0,Less than 18,M,High School,Student,19.0
6.0,75.0,7.5,-15.0,53.0,I'd rather not answer,N,Master's Degree,Fixed Term Employee,12.0
2.0,50.0,25.0,65.0,134.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,22.0
2.0,40.0,30.0,67.5,124.5,Between 18 and 25,M,Middle School,Student,22.0
5.0,0.0,-72.5,-122.5,-88.0,Between 26 and 35,M,High School,University Student,38.0
2.0,32.5,10.0,57.5,86.0,Between 18 and 25,M,High School,Student,19.0
4.0,32.5,-2.5,60.0,71.0,Less than 18,F,High School,Student,19.0
2.0,87.5,22.5,87.5,104.5,Between 18 and 25,M,High School,Fixed Term Employee,2.0
2.0,90.0,80.0,120.0,152.0,Between 26 and 35,M,Master's Degree,Freelance,2.0
2.0,90.0,80.0,140.0,152.0,Between 26 and 35,M,Master's Degree,Freelance,1.0
2.0,30.0,100.0,160.0,162.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0
5.0,42.5,-47.5,-67.5,-24.5,I'd rather not answer,M,I'd rather not answer,I'd rather not answer,10.0
5.0,45.0,-77.5,-92.5,-44.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,37.0
5.0,47.5,-72.5,-95.0,-39.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,10.0
4.0,42.5,-2.5,20.0,83.5,Between 18 and 25,M,High School,University Student,12.0
2.0,62.5,30.0,85.0,91.0,Between 18 and 25,M,Middle School,Student,14.0
2.0,10.0,100.0,160.0,162.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0
2.0,52.5,10.0,67.5,107.0,Between 26 and 35,M,High School,Entrepreneur,21.0
2.0,52.5,30.0,60.0,87.0,Less than 18,M,High School,Student,21.0
5.0,-17.5,-75.0,-135.0,-77.0,Less than 18,M,Middle School,Student,38.0
4.0,65.0,35.0,32.5,53.5,Between 46 and 55,M,High School,Public Employee,12.0
6.0,-27.5,-5.0,25.0,24.0,Between 18 and 25,M,First Level Master Degree,Permanent Employee,27.0
4.0,40.0,10.0,12.5,68.5,Less than 18,F,Middle School,Student,12.0
2.0,42.5,67.5,117.5,157.0,Less than 18,M,Middle School,Student,14.0
5.0,12.5,-77.5,-110.0,-117.0,Between 46 and 55,M,High School,Public Employee,38.0
2.0,47.5,17.5,55.0,84.5,Less than 18,F,Middle School,Student,19.0
5.0,20.0,0.0,-40.0,12.0,Between 56 and 65,M,Bachelor's Degree,Freelance,16.0
2.0,50.0,45.0,65.0,87.0,Less than 18,M,Middle School,Student,21.0
2.0,22.5,57.5,132.5,139.5,Less than 18,M,High School,Student,14.0
5.0,65.0,-30.0,-112.5,-32.0,Less than 18,M,Middle School,Student,8.0
2.0,45.0,-10.0,72.5,119.5,Between 18 and 25,M,Bachelor's Degree,Student,19.0
6.0,20.0,-17.5,12.5,42.0,Between 18 and 25,M,High School,I'd rather not answer,27.0
4.0,52.5,20.0,32.5,73.5,Between 18 and 25,M,Bachelor's Degree,Student,12.0
